cost,displays,clicks,post_click_conversions,post_click_sales_amount,revenue
-0.24088842714079708,-0.2256448560950205,-0.1975697300660282,-0.19073264827308967,-0.19549558544730727,-0.1768532788649312
-0.24345892456612184,-0.34267780842671547,-0.2202785961282924,-0.19073264827308967,-0.19549558544730727,-0.18620764691687738
-0.21452158828102863,0.059534974780757026,-0.17352504835304258,-0.19073264827308967,-0.19549558544730727,-0.16672560274876733
-0.10363178061710379,2.0212788340729815,0.14439907651865613,-0.1766172681297079,-0.1737163906071871,-0.039328213640217644
-0.17701739316867682,-0.27214921899283023,-0.13211476318067847,-0.19073264827308967,-0.19549558544730727,-0.14912772981648936
-0.21543632474718352,-0.20707035958603204,-0.21092788657324243,-0.19073264827308967,-0.19549558544730727,-0.18251499862081114
-0.17827955358111172,0.02025150416883768,0.0442129027145494,-0.19073264827308967,-0.19549558544730727,-0.10631858193874208
-0.24486621143712942,-0.3405887452496654,-0.2202785961282924,-0.19073264827308967,-0.19549558544730727,-0.18620764691687738
2.9839138355445276,1.6771283828624324,1.1342384737032307,3.625125117154446,3.888578207292977,0.9389760444052416
-0.1721138779775098,0.8557178245297329,0.05089198096815652,-0.1860275215586291,-0.1822931315459739,-0.0736207438689213
-0.2377923960245804,-0.3365922765631349,-0.2149353335254067,-0.19073264827308967,-0.19549558544730727,-0.1784940012657318
-0.2446419250920626,-0.3453345518149204,-0.2202785961282924,-0.19073264827308967,-0.19549558544730727,-0.18620764691687738
-0.24445282091877096,-0.3436996328067943,-0.21894278047757096,-0.19073264827308967,-0.19549558544730727,-0.18505586797466944
-0.14200013782368368,0.5554377000372349,0.09764552874340633,-0.1813223948441685,-0.17649773838936858,-0.0878727296609132
-0.1282856874885677,-0.09905216900747692,-0.11341334407057854,-0.12486087427064146,-0.12033573931997776,-0.09918491733575985
-0.022644620076353913,0.10247430595251396,-0.035936036328735994,0.43504920475016834,0.30823390093247843,-0.043002449839516774
-0.008776247739721492,-0.11948865660905346,0.3314132676196554,0.058639067593321416,0.11206232522582665,0.27708878377353485
-0.23905455643701534,-0.3402708443314187,-0.21760696482684955,-0.19073264827308967,-0.19549558544730727,-0.1851479284585049
2.5383668121835306,3.0562052734252636,11.39196685559304,0.38799793760556245,0.886344900444352,3.386174878855252
-0.245101492210876,-0.3454935022740438,-0.2202785961282924,-0.19073264827308967,-0.19549558544730727,-0.18620764691687738
-0.22654289659946364,-0.24110846504688008,-0.20692043962107817,-0.1860275215586291,-0.1938612193957462,-0.1807106131376364
-0.24019577813397305,-0.24714858249356825,-0.19890554571674962,-0.19073264827308967,-0.19549558544730727,-0.17748747330913095
0.07194924539845042,-0.007110682008828687,0.3661444745384124,0.07745957445116376,0.1766006803614624,0.6581158745315329
-0.24480464263652285,-0.33670581260536586,-0.2202785961282924,-0.19073264827308967,-0.19549558544730727,-0.18620764691687738
-0.20376244037502855,-0.24887433033547915,-0.13879384143428558,-0.19073264827308967,-0.19549558544730727,-0.1534995799044082
0.060070864652852114,0.07488504769038563,0.355457949332641,-0.17191214141524733,-0.17736864814131978,-0.015644119832151852
-0.23770883836661433,-0.3259425958018689,-0.20692043962107817,-0.19073264827308967,-0.19549558544730727,-0.17492512317571102
1.179747879169724,1.4757608583615651,0.19115262429390595,0.8302798487648576,0.648716095776471,0.4070710266893308
-0.21632027681303517,-0.14557923911373283,-0.1574952605443855,-0.19073264827308967,-0.19549558544730727,-0.1597003649378579
-0.2375637119080417,-0.3314377402458484,-0.21760696482684955,-0.19073264827308967,-0.19549558544730727,-0.1850896234854091
-0.24484642146550586,-0.3449939436882275,-0.2202785961282924,-0.19073264827308967,-0.19549558544730727,-0.18620764691687738
-0.2451146855252917,-0.34569786715005957,-0.2202785961282924,-0.19073264827308967,-0.19549558544730727,-0.18620764691687738
-0.2450839011249884,-0.34569786715005957,-0.21894278047757096,-0.19073264827308967,-0.19549558544730727,-0.185792351845353
